year,color_name,rgb,quantity,color_info
2013,Trans-Bright Green,D9E4A7,70,Trans-Bright Green (D9E4A7)
2013,Trans-Brown,635F52,702,Trans-Brown (635F52)
2013,Trans-Clear,FCFCFC,1158,Trans-Clear (FCFCFC)
2013,Trans-Dark Blue,0020A0,571,Trans-Dark Blue (0020A0)
2013,Trans-Dark Pink,DF6695,113,Trans-Dark Pink (DF6695)
2013,Trans-Green,84B68D,176,Trans-Green (84B68D)
2013,Trans-Light Blue,AEEFEC,1258,Trans-Light Blue (AEEFEC)
2013,Trans-Medium Blue,CFE2F7,43,Trans-Medium Blue (CFE2F7)
2013,Trans-Neon Green,F8F184,241,Trans-Neon Green (F8F184)
2013,Trans-Neon Orange,FF800D,98,Trans-Neon Orange (FF800D)
2013,Trans-Orange,F08F1C,525,Trans-Orange (F08F1C)
2013,Trans-Purple,A5A5CB,106,Trans-Purple (A5A5CB)
2013,Trans-Red,C91A09,834,Trans-Red (C91A09)
2013,Trans-Yellow,F5CD2F,492,Trans-Yellow (F5CD2F)
2013,Very Light Bluish Gray,E6E3E0,14,Very Light Bluish Gray (E6E3E0)
2013,White,FFFFFF,11109,White (FFFFFF)
2013,Yellow,F2CD37,4404,Yellow (F2CD37)
2013,[No Color/Any Color],05131D,310,[No Color/Any Color] (05131D)
2014,Black,05131D,24448,Black (05131D)
2014,Blue,0055BF,6084,Blue (0055BF)
2014,Bright Green,4B9F4A,547,Bright Green (4B9F4A)
2014,Bright Light Blue,9FC3E9,75,Bright Light Blue (9FC3E9)
2014,Bright Light Orange,F8BB3D,723,Bright Light Orange (F8BB3D)
2014,Bright Light Yellow,FFF03A,104,Bright Light Yellow (FFF03A)
2014,Bright Pink,E4ADC8,770,Bright Pink (E4ADC8)
2014,Chrome Gold,BBA53D,19,Chrome Gold (BBA53D)
2014,Chrome Silver,E0E0E0,22,Chrome Silver (E0E0E0)
2014,Dark Azure,078BC9,153,Dark Azure (078BC9)
2014,Dark Blue,0A3463,678,Dark Blue (0A3463)
2014,Dark Bluish Gray,6C6E68,14343,Dark Bluish Gray (6C6E68)
2014,Dark Brown,352100,718,Dark Brown (352100)
2014,Dark Green,184632,662,Dark Green (184632)
2014,Dark Orange,A95500,416,Dark Orange (A95500)
2014,Dark Pink,C870A0,547,Dark Pink (C870A0)
2014,Dark Purple,3F3691,481,Dark Purple (3F3691)
2014,Dark Red,720E0F,999,Dark Red (720E0F)
2014,Dark Tan,958A73,1382,Dark Tan (958A73)
2014,Flat Silver,898788,1530,Flat Silver (898788)
2014,Glow in Dark White,D9D9D9,77,Glow in Dark White (D9D9D9)
2014,Green,237841,2148,Green (237841)
2014,Lavender,E1D5ED,49,Lavender (E1D5ED)
2014,Light Aqua,ADC3C0,70,Light Aqua (ADC3C0)
2014,Light Bluish Gray,A0A5A9,21347,Light Bluish Gray (A0A5A9)
2014,Light Nougat,F6D7B3,7,Light Nougat (F6D7B3)
2014,Lime,BBE90B,1530,Lime (BBE90B)
2014,Magenta,923978,443,Magenta (923978)
2014,Medium Azure,36AEBF,786,Medium Azure (36AEBF)
2014,Medium Blue,5A93DB,593,Medium Blue (5A93DB)
2014,Medium Lavender,AC78BA,341,Medium Lavender (AC78BA)
2014,Medium Nougat,AA7D55,478,Medium Nougat (AA7D55)
2014,Metallic Gold,DBAC34,6,Metallic Gold (DBAC34)
2014,Metallic Silver,A5A9B4,153,Metallic Silver (A5A9B4)
2014,Nougat,D09168,29,Nougat (D09168)
2014,Olive Green,9B9A5A,754,Olive Green (9B9A5A)
2014,Orange,FE8A18,1816,Orange (FE8A18)
2014,Pearl Gold,AA7F2E,1608,Pearl Gold (AA7F2E)
2014,Pearl Titanium,3E3C39,229,Pearl Titanium (3E3C39)
2014,Red,C91A09,7229,Red (C91A09)
2014,Reddish Brown,582A12,6343,Reddish Brown (582A12)
2014,Sand Blue,6074A1,144,Sand Blue (6074A1)
2014,Sand Green,A0BCAC,275,Sand Green (A0BCAC)
2014,Tan,E4CD9E,5397,Tan (E4CD9E)
2014,Trans-Bright Green,D9E4A7,220,Trans-Bright Green (D9E4A7)
2014,Trans-Brown,635F52,370,Trans-Brown (635F52)
2014,Trans-Clear,FCFCFC,1508,Trans-Clear (FCFCFC)
2014,Trans-Dark Blue,0020A0,445,Trans-Dark Blue (0020A0)
2014,Trans-Dark Pink,DF6695,77,Trans-Dark Pink (DF6695)
2014,Trans-Green,84B68D,223,Trans-Green (84B68D)
2014,Trans-Light Blue,AEEFEC,1774,Trans-Light Blue (AEEFEC)
2014,Trans-Medium Blue,CFE2F7,35,Trans-Medium Blue (CFE2F7)
2014,Trans-Neon Green,F8F184,194,Trans-Neon Green (F8F184)
2014,Trans-Neon Orange,FF800D,243,Trans-Neon Orange (FF800D)
2014,Trans-Orange,F08F1C,871,Trans-Orange (F08F1C)
2014,Trans-Purple,A5A5CB,21,Trans-Purple (A5A5CB)
2014,Trans-Red,C91A09,1263,Trans-Red (C91A09)
2014,Trans-Yellow,F5CD2F,625,Trans-Yellow (F5CD2F)
2014,White,FFFFFF,11429,White (FFFFFF)
2014,Yellow,F2CD37,4631,Yellow (F2CD37)
2014,Yellowish Green,DFEEA5,14,Yellowish Green (DFEEA5)
2014,[No Color/Any Color],05131D,293,[No Color/Any Color] (05131D)
2015,Black,05131D,24860,Black (05131D)
2015,Blue,0055BF,5762,Blue (0055BF)
2015,Bright Green,4B9F4A,710,Bright Green (4B9F4A)
2015,Bright Light Blue,9FC3E9,103,Bright Light Blue (9FC3E9)
2015,Bright Light Orange,F8BB3D,1157,Bright Light Orange (F8BB3D)
2015,Bright Light Yellow,FFF03A,110,Bright Light Yellow (FFF03A)
2015,Bright Pink,E4ADC8,543,Bright Pink (E4ADC8)
2015,Chrome Gold,BBA53D,14,Chrome Gold (BBA53D)
2015,Chrome Silver,E0E0E0,11,Chrome Silver (E0E0E0)
2015,Dark Azure,078BC9,118,Dark Azure (078BC9)
2015,Dark Blue,0A3463,1897,Dark Blue (0A3463)
2015,Dark Bluish Gray,6C6E68,16410,Dark Bluish Gray (6C6E68)
2015,Dark Brown,352100,589,Dark Brown (352100)
2015,Dark Green,184632,936,Dark Green (184632)
2015,Dark Orange,A95500,548,Dark Orange (A95500)
2015,Dark Pink,C870A0,490,Dark Pink (C870A0)
2015,Dark Purple,3F3691,1011,Dark Purple (3F3691)
2015,Dark Red,720E0F,1625,Dark Red (720E0F)
2015,Dark Tan,958A73,1965,Dark Tan (958A73)
2015,Flat Silver,898788,1557,Flat Silver (898788)
2015,Glitter Trans-Clear,FFFFFF,3,Glitter Trans-Clear (FFFFFF)
2015,Glitter Trans-Light Blue,68BCC5,6,Glitter Trans-Light Blue (68BCC5)
2015,Glitter Trans-Neon Green,C0F500,6,Glitter Trans-Neon Green (C0F500)
2015,Glitter Trans-Purple,A5A5CB,12,Glitter Trans-Purple (A5A5CB)
2015,Glow in Dark White,D9D9D9,37,Glow in Dark White (D9D9D9)
2015,Green,237841,2340,Green (237841)
2015,Lavender,E1D5ED,303,Lavender (E1D5ED)
2015,Light Aqua,ADC3C0,83,Light Aqua (ADC3C0)
2015,Light Bluish Gray,A0A5A9,22531,Light Bluish Gray (A0A5A9)
2015,Light Nougat,F6D7B3,9,Light Nougat (F6D7B3)
2015,Lime,BBE90B,1342,Lime (BBE90B)
2015,Magenta,923978,776,Magenta (923978)
2015,Medium Azure,36AEBF,1014,Medium Azure (36AEBF)
2015,Medium Blue,5A93DB,749,Medium Blue (5A93DB)
2015,Medium Lavender,AC78BA,567,Medium Lavender (AC78BA)
2015,Medium Nougat,AA7D55,519,Medium Nougat (AA7D55)
2015,Metallic Gold,DBAC34,35,Metallic Gold (DBAC34)
2015,Metallic Silver,A5A9B4,83,Metallic Silver (A5A9B4)
2015,Nougat,D09168,1,Nougat (D09168)
2015,Olive Green,9B9A5A,159,Olive Green (9B9A5A)
2015,Orange,FE8A18,1489,Orange (FE8A18)
2015,Pearl Gold,AA7F2E,1921,Pearl Gold (AA7F2E)
2015,Pearl Titanium,3E3C39,280,Pearl Titanium (3E3C39)
2015,Red,C91A09,6796,Red (C91A09)
2015,Reddish Brown,582A12,4545,Reddish Brown (582A12)
2015,Sand Blue,6074A1,61,Sand Blue (6074A1)
2015,Sand Green,A0BCAC,274,Sand Green (A0BCAC)
2015,Tan,E4CD9E,4834,Tan (E4CD9E)
2015,Trans-Bright Green,D9E4A7,295,Trans-Bright Green (D9E4A7)
2015,Trans-Brown,635F52,581,Trans-Brown (635F52)
2015,Trans-Clear,FCFCFC,1993,Trans-Clear (FCFCFC)
2015,Trans-Dark Blue,0020A0,482,Trans-Dark Blue (0020A0)
2015,Trans-Dark Pink,DF6695,236,Trans-Dark Pink (DF6695)
2015,Trans-Green,84B68D,247,Trans-Green (84B68D)
2015,Trans-Light Blue,AEEFEC,2050,Trans-Light Blue (AEEFEC)
2015,Trans-Medium Blue,CFE2F7,81,Trans-Medium Blue (CFE2F7)
2015,Trans-Neon Green,F8F184,436,Trans-Neon Green (F8F184)
2015,Trans-Neon Orange,FF800D,144,Trans-Neon Orange (FF800D)
2015,Trans-Orange,F08F1C,1059,Trans-Orange (F08F1C)
2015,Trans-Purple,A5A5CB,159,Trans-Purple (A5A5CB)
2015,Trans-Red,C91A09,1138,Trans-Red (C91A09)
2015,Trans-Yellow,F5CD2F,652,Trans-Yellow (F5CD2F)
2015,White,FFFFFF,13000,White (FFFFFF)
2015,Yellow,F2CD37,4606,Yellow (F2CD37)
2015,Yellowish Green,DFEEA5,339,Yellowish Green (DFEEA5)
2015,[No Color/Any Color],05131D,225,[No Color/Any Color] (05131D)
2016,Black,05131D,27181,Black (05131D)
2016,Blue,0055BF,7049,Blue (0055BF)
2016,Bright Green,4B9F4A,731,Bright Green (4B9F4A)
2016,Bright Light Blue,9FC3E9,125,Bright Light Blue (9FC3E9)
2016,Bright Light Orange,F8BB3D,1203,Bright Light Orange (F8BB3D)
2016,Bright Light Yellow,FFF03A,69,Bright Light Yellow (FFF03A)
2016,Bright Pink,E4ADC8,500,Bright Pink (E4ADC8)
2016,Chrome Gold,BBA53D,16,Chrome Gold (BBA53D)
2016,Chrome Silver,E0E0E0,4,Chrome Silver (E0E0E0)
2016,Dark Azure,078BC9,513,Dark Azure (078BC9)
2016,Dark Blue,0A3463,1207,Dark Blue (0A3463)
2016,Dark Bluish Gray,6C6E68,19000,Dark Bluish Gray (6C6E68)
2016,Dark Brown,352100,654,Dark Brown (352100)
2016,Dark Green,184632,566,Dark Green (184632)
2016,Dark Orange,A95500,532,Dark Orange (A95500)
2016,Dark Pink,C870A0,462,Dark Pink (C870A0)
2016,Dark Purple,3F3691,757,Dark Purple (3F3691)
2016,Dark Red,720E0F,1593,Dark Red (720E0F)
2016,Dark Tan,958A73,2911,Dark Tan (958A73)
2016,Flat Silver,898788,1783,Flat Silver (898788)
2016,Glitter Trans-Clear,FFFFFF,2,Glitter Trans-Clear (FFFFFF)
2016,Glitter Trans-Dark Pink,DF6695,1,Glitter Trans-Dark Pink (DF6695)
2016,Glitter Trans-Light Blue,68BCC5,5,Glitter Trans-Light Blue (68BCC5)
2016,Glitter Trans-Neon Green,C0F500,2,Glitter Trans-Neon Green (C0F500)
2016,Glitter Trans-Purple,A5A5CB,13,Glitter Trans-Purple (A5A5CB)
2016,Glow in Dark White,D9D9D9,1,Glow in Dark White (D9D9D9)
2016,Green,237841,2551,Green (237841)
2016,Lavender,E1D5ED,357,Lavender (E1D5ED)
2016,Light Aqua,ADC3C0,160,Light Aqua (ADC3C0)
2016,Light Bluish Gray,A0A5A9,26037,Light Bluish Gray (A0A5A9)
2016,Light Nougat,F6D7B3,6,Light Nougat (F6D7B3)
2016,Lime,BBE90B,1591,Lime (BBE90B)
2016,Magenta,923978,752,Magenta (923978)
2016,Medium Azure,36AEBF,933,Medium Azure (36AEBF)
2016,Medium Blue,5A93DB,392,Medium Blue (5A93DB)
2016,Medium Lavender,AC78BA,448,Medium Lavender (AC78BA)
2016,Medium Nougat,AA7D55,1068,Medium Nougat (AA7D55)
2016,Metallic Gold,DBAC34,10,Metallic Gold (DBAC34)
2016,Metallic Silver,A5A9B4,70,Metallic Silver (A5A9B4)
2016,Nougat,D09168,8,Nougat (D09168)
2016,Olive Green,9B9A5A,175,Olive Green (9B9A5A)
2016,Orange,FE8A18,1600,Orange (FE8A18)
2016,Pearl Dark Gray,575857,1,Pearl Dark Gray (575857)
2016,Pearl Gold,AA7F2E,2431,Pearl Gold (AA7F2E)
2016,Pearl Titanium,3E3C39,225,Pearl Titanium (3E3C39)
2016,Red,C91A09,7357,Red (C91A09)
2016,Reddish Brown,582A12,6413,Reddish Brown (582A12)
2016,Sand Blue,6074A1,306,Sand Blue (6074A1)
2016,Sand Green,A0BCAC,407,Sand Green (A0BCAC)
2016,Tan,E4CD9E,8088,Tan (E4CD9E)
2016,Trans-Bright Green,D9E4A7,285,Trans-Bright Green (D9E4A7)
2016,Trans-Brown,635F52,923,Trans-Brown (635F52)
2016,Trans-Clear,FCFCFC,2016,Trans-Clear (FCFCFC)
2016,Trans-Dark Blue,0020A0,554,Trans-Dark Blue (0020A0)
2016,Trans-Dark Pink,DF6695,332,Trans-Dark Pink (DF6695)
2016,Trans-Green,84B68D,320,Trans-Green (84B68D)
2016,Trans-Light Blue,AEEFEC,1270,Trans-Light Blue (AEEFEC)
2016,Trans-Medium Blue,CFE2F7,60,Trans-Medium Blue (CFE2F7)
2016,Trans-Neon Green,F8F184,385,Trans-Neon Green (F8F184)
2016,Trans-Neon Orange,FF800D,728,Trans-Neon Orange (FF800D)
2016,Trans-Orange,F08F1C,1270,Trans-Orange (F08F1C)
2016,Trans-Purple,A5A5CB,157,Trans-Purple (A5A5CB)
2016,Trans-Red,C91A09,1113,Trans-Red (C91A09)
2016,Trans-Yellow,F5CD2F,665,Trans-Yellow (F5CD2F)
2016,White,FFFFFF,14616,White (FFFFFF)
2016,Yellow,F2CD37,6145,Yellow (F2CD37)
2016,Yellowish Green,DFEEA5,68,Yellowish Green (DFEEA5)
2016,[No Color/Any Color],05131D,481,[No Color/Any Color] (05131D)
2017,Black,05131D,30495,Black (05131D)
2017,Blue,0055BF,7035,Blue (0055BF)
2017,Bright Green,4B9F4A,546,Bright Green (4B9F4A)
2017,Bright Light Blue,9FC3E9,248,Bright Light Blue (9FC3E9)
2017,Bright Light Orange,F8BB3D,1255,Bright Light Orange (F8BB3D)
2017,Bright Light Yellow,FFF03A,170,Bright Light Yellow (FFF03A)
2017,Bright Pink,E4ADC8,360,Bright Pink (E4ADC8)
2017,Dark Azure,078BC9,552,Dark Azure (078BC9)
2017,Dark Blue,0A3463,1982,Dark Blue (0A3463)
2017,Dark Bluish Gray,6C6E68,20367,Dark Bluish Gray (6C6E68)
2017,Dark Brown,352100,976,Dark Brown (352100)
2017,Dark Green,184632,1034,Dark Green (184632)
2017,Dark Orange,A95500,425,Dark Orange (A95500)
2017,Dark Pink,C870A0,477,Dark Pink (C870A0)
2017,Dark Purple,3F3691,1206,Dark Purple (3F3691)
2017,Dark Red,720E0F,1784,Dark Red (720E0F)
2017,Dark Tan,958A73,2636,Dark Tan (958A73)
2017,Flat Silver,898788,1934,Flat Silver (898788)
2017,Glitter Trans-Light Blue,68BCC5,13,Glitter Trans-Light Blue (68BCC5)
2017,Glitter Trans-Neon Green,C0F500,1,Glitter Trans-Neon Green (C0F500)
2017,Glitter Trans-Purple,A5A5CB,4,Glitter Trans-Purple (A5A5CB)
2017,Glow in Dark White,D9D9D9,12,Glow in Dark White (D9D9D9)
2017,Green,237841,3039,Green (237841)
2017,Lavender,E1D5ED,260,Lavender (E1D5ED)
2017,Light Aqua,ADC3C0,205,Light Aqua (ADC3C0)
2017,Light Bluish Gray,A0A5A9,30631,Light Bluish Gray (A0A5A9)
2017,Light Nougat,F6D7B3,10,Light Nougat (F6D7B3)
2017,Lime,BBE90B,1830,Lime (BBE90B)
2017,Magenta,923978,849,Magenta (923978)
2017,Medium Azure,36AEBF,1312,Medium Azure (36AEBF)
2017,Medium Blue,5A93DB,988,Medium Blue (5A93DB)
2017,Medium Lavender,AC78BA,368,Medium Lavender (AC78BA)
2017,Medium Nougat,AA7D55,1425,Medium Nougat (AA7D55)
2017,Metallic Gold,DBAC34,27,Metallic Gold (DBAC34)
2017,Metallic Silver,A5A9B4,56,Metallic Silver (A5A9B4)
2017,Nougat,D09168,12,Nougat (D09168)
2017,Olive Green,9B9A5A,403,Olive Green (9B9A5A)
2017,Orange,FE8A18,2056,Orange (FE8A18)
2017,Pearl Copper,B46A00,31,Pearl Copper (B46A00)
2017,Pearl Gold,AA7F2E,2018,Pearl Gold (AA7F2E)
2017,Pearl Titanium,3E3C39,314,Pearl Titanium (3E3C39)
2017,Red,C91A09,8553,Red (C91A09)
2017,Reddish Brown,582A12,7291,Reddish Brown (582A12)
2017,Sand Blue,6074A1,465,Sand Blue (6074A1)
2017,Sand Green,A0BCAC,1302,Sand Green (A0BCAC)
2017,Tan,E4CD9E,7255,Tan (E4CD9E)
2017,Trans-Bright Green,D9E4A7,240,Trans-Bright Green (D9E4A7)
2017,Trans-Brown,635F52,449,Trans-Brown (635F52)
2017,Trans-Clear,FCFCFC,2364,Trans-Clear (FCFCFC)
2017,Trans-Dark Blue,0020A0,400,Trans-Dark Blue (0020A0)
2017,Trans-Dark Pink,DF6695,289,Trans-Dark Pink (DF6695)
2017,Trans-Green,84B68D,245,Trans-Green (84B68D)
2017,Trans-Light Blue,AEEFEC,2039,Trans-Light Blue (AEEFEC)
2017,Trans-Medium Blue,CFE2F7,63,Trans-Medium Blue (CFE2F7)
2017,Trans-Neon Green,F8F184,112,Trans-Neon Green (F8F184)
2017,Trans-Neon Orange,FF800D,524,Trans-Neon Orange (FF800D)
2017,Trans-Orange,F08F1C,844,Trans-Orange (F08F1C)
2017,Trans-Purple,A5A5CB,263,Trans-Purple (A5A5CB)
2017,Trans-Red,C91A09,1272,Trans-Red (C91A09)
2017,Trans-Yellow,F5CD2F,866,Trans-Yellow (F5CD2F)
2017,White,FFFFFF,19206,White (FFFFFF)
2017,Yellow,F2CD37,4502,Yellow (F2CD37)
2017,Yellowish Green,DFEEA5,241,Yellowish Green (DFEEA5)
2017,[No Color/Any Color],05131D,691,[No Color/Any Color] (05131D)
2018,Black,05131D,28840,Black (05131D)
2018,Blue,0055BF,6260,Blue (0055BF)
2018,Bright Green,4B9F4A,660,Bright Green (4B9F4A)
2018,Bright Light Blue,9FC3E9,149,Bright Light Blue (9FC3E9)
2018,Bright Light Orange,F8BB3D,1341,Bright Light Orange (F8BB3D)
2018,Bright Light Yellow,FFF03A,286,Bright Light Yellow (FFF03A)
2018,Bright Pink,E4ADC8,788,Bright Pink (E4ADC8)
2018,Chrome Gold,BBA53D,15,Chrome Gold (BBA53D)
2018,Chrome Pink,AA4D8E,1,Chrome Pink (AA4D8E)
2018,Chrome Silver,E0E0E0,24,Chrome Silver (E0E0E0)
2018,Dark Azure,078BC9,1192,Dark Azure (078BC9)
2018,Dark Blue,0A3463,2520,Dark Blue (0A3463)
2018,Dark Bluish Gray,6C6E68,15970,Dark Bluish Gray (6C6E68)
2018,Dark Brown,352100,554,Dark Brown (352100)
2018,Dark Green,184632,1005,Dark Green (184632)
2018,Dark Orange,A95500,501,Dark Orange (A95500)
2018,Dark Pink,C870A0,740,Dark Pink (C870A0)
2018,Dark Purple,3F3691,1065,Dark Purple (3F3691)
2018,Dark Red,720E0F,2744,Dark Red (720E0F)
2018,Dark Tan,958A73,3339,Dark Tan (958A73)
2018,Dark Turquoise,008F9B,498,Dark Turquoise (008F9B)
2018,Flat Silver,898788,1782,Flat Silver (898788)
2018,Glitter Trans-Neon Green,C0F500,2,Glitter Trans-Neon Green (C0F500)
2018,Glitter Trans-Purple,A5A5CB,5,Glitter Trans-Purple (A5A5CB)
2018,Glow in Dark White,D9D9D9,29,Glow in Dark White (D9D9D9)
2018,Green,237841,2992,Green (237841)
2018,Lavender,E1D5ED,310,Lavender (E1D5ED)
2018,Light Aqua,ADC3C0,345,Light Aqua (ADC3C0)
2018,Light Bluish Gray,A0A5A9,25350,Light Bluish Gray (A0A5A9)
2018,Light Nougat,F6D7B3,4,Light Nougat (F6D7B3)
2018,Lime,BBE90B,1865,Lime (BBE90B)
2018,Magenta,923978,658,Magenta (923978)
2018,Medium Azure,36AEBF,1069,Medium Azure (36AEBF)
2018,Medium Blue,5A93DB,547,Medium Blue (5A93DB)
2018,Medium Lavender,AC78BA,503,Medium Lavender (AC78BA)
2018,Medium Nougat,AA7D55,1097,Medium Nougat (AA7D55)
2018,Metallic Gold,DBAC34,46,Metallic Gold (DBAC34)
2018,Metallic Silver,A5A9B4,170,Metallic Silver (A5A9B4)
2018,Nougat,D09168,6,Nougat (D09168)
2018,Olive Green,9B9A5A,431,Olive Green (9B9A5A)
2018,Orange,FE8A18,2841,Orange (FE8A18)
2018,Pearl Copper,B46A00,11,Pearl Copper (B46A00)
2018,Pearl Gold,AA7F2E,2422,Pearl Gold (AA7F2E)
2018,Pearl Titanium,3E3C39,295,Pearl Titanium (3E3C39)
2018,Red,C91A09,9225,Red (C91A09)
2018,Reddish Brown,582A12,8449,Reddish Brown (582A12)
2018,Sand Blue,6074A1,291,Sand Blue (6074A1)
2018,Sand Green,A0BCAC,860,Sand Green (A0BCAC)
2018,Tan,E4CD9E,10070,Tan (E4CD9E)
2018,Trans-Bright Green,D9E4A7,324,Trans-Bright Green (D9E4A7)
2018,Trans-Brown,635F52,416,Trans-Brown (635F52)
2018,Trans-Clear,FCFCFC,2266,Trans-Clear (FCFCFC)
2018,Trans-Dark Blue,0020A0,284,Trans-Dark Blue (0020A0)
2018,Trans-Dark Pink,DF6695,351,Trans-Dark Pink (DF6695)
2018,Trans-Green,84B68D,262,Trans-Green (84B68D)
2018,Trans-Light Blue,AEEFEC,1848,Trans-Light Blue (AEEFEC)
2018,Trans-Medium Blue,CFE2F7,7,Trans-Medium Blue (CFE2F7)
2018,Trans-Neon Green,F8F184,152,Trans-Neon Green (F8F184)
2018,Trans-Neon Orange,FF800D,321,Trans-Neon Orange (FF800D)
2018,Trans-Orange,F08F1C,870,Trans-Orange (F08F1C)
2018,Trans-Purple,A5A5CB,252,Trans-Purple (A5A5CB)
2018,Trans-Red,C91A09,1075,Trans-Red (C91A09)
2018,Trans-Yellow,F5CD2F,804,Trans-Yellow (F5CD2F)
2018,White,FFFFFF,17850,White (FFFFFF)
2018,Yellow,F2CD37,4750,Yellow (F2CD37)
2018,Yellowish Green,DFEEA5,69,Yellowish Green (DFEEA5)
2018,[No Color/Any Color],05131D,338,[No Color/Any Color] (05131D)
2019,Black,05131D,30511,Black (05131D)
2019,Blue,0055BF,6891,Blue (0055BF)
2019,Bright Green,4B9F4A,872,Bright Green (4B9F4A)
2019,Bright Light Blue,9FC3E9,131,Bright Light Blue (9FC3E9)
2019,Bright Light Orange,F8BB3D,1210,Bright Light Orange (F8BB3D)
2019,Bright Light Yellow,FFF03A,343,Bright Light Yellow (FFF03A)
2019,Bright Pink,E4ADC8,1136,Bright Pink (E4ADC8)
2019,Chrome Gold,BBA53D,15,Chrome Gold (BBA53D)
2019,Coral,FF698F,388,Coral (FF698F)
2019,Dark Azure,078BC9,1102,Dark Azure (078BC9)
2019,Dark Blue,0A3463,3495,Dark Blue (0A3463)
2019,Dark Bluish Gray,6C6E68,18784,Dark Bluish Gray (6C6E68)
2019,Dark Brown,352100,1529,Dark Brown (352100)
2019,Dark Green,184632,1227,Dark Green (184632)
2019,Dark Orange,A95500,1250,Dark Orange (A95500)
2019,Dark Pink,C870A0,782,Dark Pink (C870A0)
2019,Dark Purple,3F3691,1001,Dark Purple (3F3691)
2019,Dark Red,720E0F,2238,Dark Red (720E0F)
2019,Dark Tan,958A73,3515,Dark Tan (958A73)
2019,Dark Turquoise,008F9B,790,Dark Turquoise (008F9B)
2019,Flat Silver,898788,1555,Flat Silver (898788)
2019,Glitter Trans-Clear,FFFFFF,1,Glitter Trans-Clear (FFFFFF)
2019,Glitter Trans-Dark Pink,DF6695,20,Glitter Trans-Dark Pink (DF6695)
2019,Glitter Trans-Light Blue,68BCC5,25,Glitter Trans-Light Blue (68BCC5)
2019,Glitter Trans-Purple,A5A5CB,37,Glitter Trans-Purple (A5A5CB)
2019,Green,237841,2633,Green (237841)
2019,Lavender,E1D5ED,247,Lavender (E1D5ED)
2019,Light Aqua,ADC3C0,480,Light Aqua (ADC3C0)
2019,Light Bluish Gray,A0A5A9,29067,Light Bluish Gray (A0A5A9)
2019,Lime,BBE90B,1773,Lime (BBE90B)
2019,Magenta,923978,873,Magenta (923978)
2019,Medium Azure,36AEBF,1401,Medium Azure (36AEBF)
2019,Medium Blue,5A93DB,303,Medium Blue (5A93DB)
2019,Medium Lavender,AC78BA,379,Medium Lavender (AC78BA)
2019,Medium Nougat,AA7D55,1963,Medium Nougat (AA7D55)
2019,Metallic Gold,DBAC34,87,Metallic Gold (DBAC34)
2019,Metallic Silver,A5A9B4,229,Metallic Silver (A5A9B4)
2019,Nougat,D09168,1,Nougat (D09168)
2019,Olive Green,9B9A5A,746,Olive Green (9B9A5A)
2019,Orange,FE8A18,2221,Orange (FE8A18)
2019,Pearl Copper,B46A00,19,Pearl Copper (B46A00)
2019,Pearl Gold,AA7F2E,2850,Pearl Gold (AA7F2E)
2019,Pearl Titanium,3E3C39,563,Pearl Titanium (3E3C39)
2019,Red,C91A09,10071,Red (C91A09)
2019,Reddish Brown,582A12,10321,Reddish Brown (582A12)
2019,Sand Blue,6074A1,464,Sand Blue (6074A1)
2019,Sand Green,A0BCAC,1903,Sand Green (A0BCAC)
2019,Tan,E4CD9E,8736,Tan (E4CD9E)
2019,Trans-Bright Green,D9E4A7,199,Trans-Bright Green (D9E4A7)
2019,Trans-Brown,635F52,448,Trans-Brown (635F52)
2019,Trans-Clear,FCFCFC,1994,Trans-Clear (FCFCFC)
2019,Trans-Dark Blue,0020A0,434,Trans-Dark Blue (0020A0)
2019,Trans-Dark Pink,DF6695,379,Trans-Dark Pink (DF6695)
2019,Trans-Green,84B68D,253,Trans-Green (84B68D)
2019,Trans-Light Blue,AEEFEC,2275,Trans-Light Blue (AEEFEC)
2019,Trans-Neon Green,F8F184,170,Trans-Neon Green (F8F184)
2019,Trans-Neon Orange,FF800D,66,Trans-Neon Orange (FF800D)
2019,Trans-Orange,F08F1C,1118,Trans-Orange (F08F1C)
2019,Trans-Purple,A5A5CB,164,Trans-Purple (A5A5CB)
2019,Trans-Red,C91A09,901,Trans-Red (C91A09)
2019,Trans-Yellow,F5CD2F,493,Trans-Yellow (F5CD2F)
2019,White,FFFFFF,21817,White (FFFFFF)
2019,Yellow,F2CD37,5441,Yellow (F2CD37)
2019,Yellowish Green,DFEEA5,177,Yellowish Green (DFEEA5)
2019,[No Color/Any Color],05131D,260,[No Color/Any Color] (05131D)
2020,Black,05131D,39311,Black (05131D)
2020,Blue,0055BF,6939,Blue (0055BF)
2020,Bright Green,4B9F4A,1120,Bright Green (4B9F4A)
2020,Bright Light Blue,9FC3E9,173,Bright Light Blue (9FC3E9)
2020,Bright Light Orange,F8BB3D,1700,Bright Light Orange (F8BB3D)
2020,Bright Light Yellow,FFF03A,1158,Bright Light Yellow (FFF03A)
2020,Bright Pink,E4ADC8,1851,Bright Pink (E4ADC8)
2020,Chrome Black,1B2A34,1,Chrome Black (1B2A34)
2020,Chrome Gold,BBA53D,6,Chrome Gold (BBA53D)
2020,Coral,FF698F,639,Coral (FF698F)
2020,Dark Azure,078BC9,1025,Dark Azure (078BC9)
2020,Dark Blue,0A3463,3070,Dark Blue (0A3463)
2020,Dark Bluish Gray,6C6E68,16896,Dark Bluish Gray (6C6E68)
2020,Dark Brown,352100,1943,Dark Brown (352100)
